gid,date,div_number,motion_text,ayes,noes,colnum,time
uk.org.publicwhip/debate/2024-04-22c.685.2,2024-04-22,131,"
After Clause 5 - Exemption for agents, allies and employees of the UK Overseas
",305,234,685,17:28:00
uk.org.publicwhip/debate/2024-04-22c.690.0,2024-04-22,132,,309,37,690,17:28:00
uk.org.publicwhip/debate/2024-04-22c.693.8,2024-04-22,133,That the period on the expiry of which proceedings on the Economic Activity of Public Bodies (Overseas Matters) Bill shall lapse in pursuance of paragraph (13) of ,304,222,693,17:28:00
uk.org.publicwhip/debate/2024-04-22c.762.0,2024-04-22,134,,312,237,762,22:15:00
uk.org.publicwhip/debate/2024-04-22c.766.0,2024-04-22,135,,309,41,766,22:15:00
uk.org.publicwhip/debate/2024-05-13c.104.1,2024-05-13,150,"“, save that the threshold for risk-based exclusion should be when a Member has been charged with a relevant offence”.—(Wendy Chamberlain.)",170,169,104,20:09:00
uk.org.publicwhip/debate/2024-05-24d.1171.0,2024-05-24,160,,135,10,1171,12:22:00
uk.org.publicwhip/debate/2024-11-06b.420.2,2024-11-06,30,,400,122,420,18:47:00
uk.org.publicwhip/debate/2024-11-06b.435.0,2024-11-06,33,,450,120,435,18:47:00
uk.org.publicwhip/debate/2024-11-06b.447.0,2024-11-06,34,,383,184,447,18:47:00
uk.org.publicwhip/debate/2024-11-06b.466.0,2024-11-06,37,,371,77,466,18:47:00
uk.org.publicwhip/debate/2024-11-19d.196.2,2024-11-19,45,,350,108,196,14:45:00
uk.org.publicwhip/debate/2024-11-19f.192.0,2024-11-19,44,,344,172,192,14:45:00
uk.org.publicwhip/debate/2024-11-19f.196.2,2024-11-19,45,"
Clause 1 - Prohibition on franchise extensions  and new franchises
",350,108,196,14:45:00
uk.org.publicwhip/debate/2024-11-29d.1083.1,2024-11-29,51,,330,275,1083,14:05:00
uk.org.publicwhip/debate/2024-12-03d.196.0,2024-12-03,52,,138,136,196,14:45:00
uk.org.publicwhip/debate/2024-12-03d.260.0,2024-12-03,53,,186,330,260,18:27:00
uk.org.publicwhip/debate/2024-12-03d.264.0,2024-12-03,54,,332,189,264,18:27:00
uk.org.publicwhip/debate/2024-12-04a.377.1,2024-12-04,55,,181,339,377,16:50:00
uk.org.publicwhip/debate/2024-12-17a.267.0,2024-12-17,70,,206,353,267,17:55:00
uk.org.publicwhip/debate/2024-12-17a.281.0,2024-12-17,73,,354,202,281,18:52:00
uk.org.publicwhip/debate/2024-12-17c.263.0,2024-12-17,69,,100,351,263,17:55:00
uk.org.publicwhip/debate/2025-03-11e.959.2,2025-03-11,114,,95,323,959,19:36:00
uk.org.publicwhip/debate/2025-03-11e.963.0,2025-03-11,115,,189,324,963,19:36:00
uk.org.publicwhip/debate/2025-03-11e.967.0,2025-03-11,116,,106,340,967,19:36:00
uk.org.publicwhip/debate/2025-03-11e.977.4,2025-03-11,117,"
Clause 18 - Harassment by Third Parties
",105,409,977,19:36:00
uk.org.publicwhip/debate/2025-03-18a.286.2,2025-03-18,128,,77,315,286,18:30:00
uk.org.publicwhip/debate/2025-03-18a.302.4,2025-03-18,129,,107,324,302,18:30:00
uk.org.publicwhip/debate/2025-03-31a.74.0,2025-03-31,160,,302,167,74,17:45:00
uk.org.publicwhip/debate/2025-03-31a.112.0,2025-03-31,161,,168,302,112,20:30:00
uk.org.publicwhip/debate/2025-03-31a.116.2,2025-03-31,162,,167,306,116,20:30:00
uk.org.publicwhip/debate/2025-03-31a.120.2,2025-03-31,163,,166,305,120,21:10:00
uk.org.publicwhip/debate/2025-03-31a.125.0,2025-03-31,164,,304,62,125,21:26:00
uk.org.publicwhip/debate/2025-03-31a.128.0,2025-03-31,165,,296,164,128,21:26:00
uk.org.publicwhip/debate/2025-04-29b.272.0,2025-04-29,180,,73,255,272,18:00:00
uk.org.publicwhip/debate/2025-04-29b.275.0,2025-04-29,181,,101,258,275,18:00:00
uk.org.publicwhip/debate/2025-04-29b.278.2,2025-04-29,182,,95,257,278,18:00:00
uk.org.publicwhip/debate/2025-04-29b.286.2,2025-04-29,183,,85,238,286,18:00:00
uk.org.publicwhip/debate/2025-05-07a.791.2,2025-05-07,188,,88,287,791,18:00:00
uk.org.publicwhip/debate/2025-05-12a.147.2,2025-05-12,193,,94,315,147,21:00:00
uk.org.publicwhip/debate/2025-05-12c.147.2,2025-05-12,193,,94,315,147,21:00:00
uk.org.publicwhip/debate/2025-05-12e.140.0,2025-05-12,191,,90,318,140,21:00:00
uk.org.publicwhip/debate/2025-05-12e.143.2,2025-05-12,192,,98,402,143,21:00:00
uk.org.publicwhip/debate/2025-05-12e.147.2,2025-05-12,193,,94,315,147,21:00:00
uk.org.publicwhip/debate/2025-05-12e.151.3,2025-05-12,194,,87,404,151,21:00:00
uk.org.publicwhip/debate/2025-05-12e.169.2,2025-05-12,195,,316,95,169,21:57:00
uk.org.publicwhip/debate/2025-05-13a.318.0,2025-05-13,197,,321,102,318,18:50:00
uk.org.publicwhip/debate/2025-05-16a.707.2,2025-05-16,202,,288,239,707,13:45:00
uk.org.publicwhip/debate/2025-05-16a.711.1,2025-05-16,203,,243,279,711,13:45:00
uk.org.publicwhip/debate/2025-05-21a.1091.0,2025-05-21,204,,88,253,1091,16:16:00
uk.org.publicwhip/debate/2025-06-04d.407.0,2025-06-04,211,,171,274,407,17:30:00
uk.org.publicwhip/debate/2025-06-04d.410.2,2025-06-04,212,"
Clause 2 - Product requirements
",100,339,410,17:30:00
uk.org.publicwhip/debate/2025-06-04d.414.2,2025-06-04,213,"
Clause 3 - Enforcement of product regulations
",164,273,414,18:07:00
uk.org.publicwhip/debate/2025-06-04d.422.1,2025-06-04,214,,264,99,422,18:36:00
uk.org.publicwhip/debate/2025-06-09b.763.3,2025-06-09,216,,167,334,763,22:00:00
uk.org.publicwhip/debate/2025-06-09b.768.2,2025-06-09,217,,73,323,768,22:00:00
uk.org.publicwhip/debate/2025-06-09b.772.0,2025-06-09,218,,180,307,772,22:00:00
uk.org.publicwhip/debate/2025-06-11c.1077.3,2025-06-11,224,"
Electricity
",350,176,1077,18:34:00
uk.org.publicwhip/debate/2025-06-17c.263.2,2025-06-17,229,,184,336,263,16:00:00
uk.org.publicwhip/debate/2025-06-18a.520.2,2025-06-18,235,,147,305,520,18:13:00
uk.org.publicwhip/debate/2025-06-18a.528.2,2025-06-18,237,,114,310,528,18:13:00
uk.org.publicwhip/debate/2025-06-18a.532.0,2025-06-18,238,,178,313,532,18:13:00
uk.org.publicwhip/debate/2025-06-18e.516.0,2025-06-18,234,,102,390,516,17:45:00
uk.org.publicwhip/debate/2025-06-18e.520.2,2025-06-18,235,,147,305,520,18:13:00
uk.org.publicwhip/debate/2025-06-18e.524.2,2025-06-18,236,,178,313,524,18:13:00
uk.org.publicwhip/debate/2025-06-18e.528.2,2025-06-18,237,,114,310,528,18:13:00
uk.org.publicwhip/debate/2025-06-18e.532.0,2025-06-18,238,,178,313,532,18:13:00
uk.org.publicwhip/debate/2025-06-18e.539.0,2025-06-18,239,,312,95,539,19:01:00
uk.org.publicwhip/debate/2025-06-20a.700.0,2025-06-20,240,,208,261,700,
uk.org.publicwhip/debate/2025-06-20a.704.0,2025-06-20,241,"
Clause 3 - Capacity
",213,266,704,
uk.org.publicwhip/debate/2025-06-20a.710.8,2025-06-20,242,,223,269,710,
uk.org.publicwhip/debate/2025-06-20a.715.8,2025-06-20,243,,275,209,715,
uk.org.publicwhip/debate/2025-06-20a.719.2,2025-06-20,244,“sections 39(1) and (2) and (Provision about the Welsh language)(2) and (3) which come into force on such day as the Welsh Ministers may by regulations appoint.”—(Kim Leadbeater.),274,224,719,
uk.org.publicwhip/debate/2025-06-20a.784.1,2025-06-20,245,,314,291,784,14:10:00
uk.org.publicwhip/debate/2025-07-02c.321.1,2025-07-02,251,,321,158,321,14:30:00
uk.org.publicwhip/debate/2025-07-02c.371.7,2025-07-02,252,,385,26,371,17:22:00
uk.org.publicwhip/debate/2025-07-02c.388.3,2025-07-02,249,"
Competition
",338,79,388,18:31:00
uk.org.publicwhip/debate/2025-07-02c.392.2,2025-07-02,250,"
Prisons
",333,168,392,18:31:00
uk.org.publicwhip/debate/2025-07-04a.539.3,2025-07-04,253,,1,33,539,09:34:00
uk.org.publicwhip/debate/2025-07-11a.1237.2,2025-07-11,266,,1,58,1237,09:33:00
uk.org.publicwhip/debate/2025-07-11a.1246.0,2025-07-11,267,,0,47,1246,10:15:00
uk.org.publicwhip/debate/2025-07-15b.208.6,2025-07-15,268,,106,440,208,15:59:00
uk.org.publicwhip/debate/2025-09-02a.251.0,2025-09-02,272,,167,367,251,18:45:00
uk.org.publicwhip/debate/2025-09-02c.255.0,2025-09-02,273,,365,164,255,18:45:00
uk.org.publicwhip/debate/2025-09-04a.547.0,2025-09-04,276,,336,77,547,16:15:00
uk.org.publicwhip/debate/2025-09-04a.550.2,2025-09-04,277,"
After Clause 1 - Unsalaried Ministers
",331,73,550,16:15:00
uk.org.publicwhip/debate/2025-09-04a.554.0,2025-09-04,278,,338,74,554,16:52:00
uk.org.publicwhip/debate/2025-09-08a.677.2,2025-09-08,283,,325,171,677,19:30:00
uk.org.publicwhip/debate/2025-09-08a.680.2,2025-09-08,284,,401,96,680,19:30:00
uk.org.publicwhip/debate/2025-09-08a.684.0,2025-09-08,285,,335,160,684,19:30:00
uk.org.publicwhip/debate/2025-09-08b.669.0,2025-09-08,281,,336,158,669,19:30:00
uk.org.publicwhip/debate/2025-09-08b.673.2,2025-09-08,282,,404,98,673,19:30:00
uk.org.publicwhip/debate/2025-09-08d.661.0,2025-09-08,279,,398,93,661,19:30:00
uk.org.publicwhip/debate/2025-09-08d.665.2,2025-09-08,280,,402,97,665,19:30:00
uk.org.publicwhip/debate/2025-09-08d.669.0,2025-09-08,281,,336,158,669,19:30:00
uk.org.publicwhip/debate/2025-09-08d.680.2,2025-09-08,284,,401,96,680,19:30:00
uk.org.publicwhip/debate/2025-09-08d.684.0,2025-09-08,285,,335,160,684,19:30:00
uk.org.publicwhip/debate/2025-09-09a.835.0,2025-09-09,287,,330,179,835,18:26:00
uk.org.publicwhip/debate/2025-09-10b.981.3,2025-09-10,288,,69,300,981,17:45:00
uk.org.publicwhip/debate/2025-09-10b.984.2,2025-09-10,289,,92,364,984,18:07:00
uk.org.publicwhip/debate/2025-09-10b.1000.0,2025-09-10,292,,362,87,1000,18:55:00
uk.org.publicwhip/debate/2025-09-10d.984.2,2025-09-10,289,,92,364,984,18:07:00
uk.org.publicwhip/debate/2025-10-14a.328.0,2025-10-14,308,,78,327,328,17:45:00
uk.org.publicwhip/debate/2025-10-14c.328.0,2025-10-14,308,,78,327,328,17:45:00
uk.org.publicwhip/debate/2025-10-14c.332.2,2025-10-14,309,,163,339,332,18:15:00
uk.org.publicwhip/debate/2025-10-14c.336.2,2025-10-14,310,,164,333,336,18:15:00
uk.org.publicwhip/debate/2025-10-15b.464.4,2025-10-15,311,,78,316,464,17:15:00
uk.org.publicwhip/debate/2025-10-15b.469.0,2025-10-15,312,,151,319,469,17:15:00
uk.org.publicwhip/debate/2025-10-15b.472.0,2025-10-15,313,,160,324,472,17:15:00
uk.org.publicwhip/debate/2025-10-21c.925.2,2025-10-21,324,,77,390,925,19:06:00
uk.org.publicwhip/debate/2025-10-21e.925.2,2025-10-21,324,,77,390,925,19:06:00
uk.org.publicwhip/debate/2025-10-21g.902.4,2025-10-21,319,,105,381,902,17:45:00
uk.org.publicwhip/debate/2025-10-21g.907.0,2025-10-21,320,"“, or occurred in circumstances closely connected with,”.—(Jake Richards.)",389,102,907,17:45:00
uk.org.publicwhip/debate/2025-10-21g.913.0,2025-10-21,321,,182,307,913,17:45:00
uk.org.publicwhip/debate/2025-10-21g.917.4,2025-10-21,322,,167,313,917,17:45:00
uk.org.publicwhip/debate/2025-10-21g.921.2,2025-10-21,323,,104,317,921,17:45:00
uk.org.publicwhip/debate/2025-10-21g.925.2,2025-10-21,324,"This new clause would implement the recommendation of the Justice Committee’s 2022 Report that there should be a resentencing exercise in relation to all IPP sentenced individuals, and to establish a time-limited expert committee, including a member of the judiciary, to advise on the practical implementation of such an exercise.",77,390,925,19:06:00
uk.org.publicwhip/debate/2025-10-27a.113.2,2025-10-27,325,,152,337,113,20:00:00
uk.org.publicwhip/debate/2025-10-27a.117.2,2025-10-27,326,,165,323,117,20:00:00
uk.org.publicwhip/debate/2025-10-27a.122.0,2025-10-27,327,,166,322,122,20:00:00
uk.org.publicwhip/debate/2025-10-27a.127.2,2025-10-27,328,,153,332,127,20:00:00
uk.org.publicwhip/debate/2025-10-27c.113.2,2025-10-27,325,,152,337,113,20:00:00
uk.org.publicwhip/debate/2025-10-27c.117.2,2025-10-27,326,,165,323,117,20:00:00
uk.org.publicwhip/debate/2025-10-27c.122.0,2025-10-27,327,,166,322,122,20:00:00
uk.org.publicwhip/debate/2025-10-27c.127.2,2025-10-27,328,,153,332,127,20:00:00
uk.org.publicwhip/debate/2025-10-27e.113.2,2025-10-27,325,,152,337,113,20:00:00
uk.org.publicwhip/debate/2025-10-28a.237.2,2025-10-28,329,,103,329,237,16:37:00
uk.org.publicwhip/debate/2025-10-28a.276.2,2025-10-28,330,,174,327,276,18:48:00
uk.org.publicwhip/debate/2025-10-28c.237.2,2025-10-28,329,,103,329,237,16:37:00
uk.org.publicwhip/debate/2025-10-28c.276.2,2025-10-28,330,,174,327,276,18:48:00
uk.org.publicwhip/debate/2025-10-29a.426.2,2025-10-29,334,,173,323,426,18:08:00
uk.org.publicwhip/debate/2025-10-29a.437.0,2025-10-29,336,,321,103,437,18:49:00
uk.org.publicwhip/debate/2025-10-29c.418.4,2025-10-29,332,,170,328,418,17:45:00
uk.org.publicwhip/debate/2025-11-05b.996.4,2025-11-05,342,,312,151,996,16:49:00
uk.org.publicwhip/debate/2025-11-05d.1000.2,2025-11-05,343,,311,152,1000,16:49:00
uk.org.publicwhip/debate/2025-11-05f.985.0,2025-11-05,339,,310,155,985,16:30:00
uk.org.publicwhip/debate/2025-11-05f.989.2,2025-11-05,340,"
Clause 23 - Right not to be unfairly dismissed: removal of qualifying period, etc
",308,153,989,16:49:00
uk.org.publicwhip/debate/2025-11-05f.992.2,2025-11-05,341,"
After Clause 26 - Definition of seasonal work
",310,150,992,16:49:00
uk.org.publicwhip/debate/2025-11-05f.996.4,2025-11-05,342,That this House disagrees with Lords amendments 60B and 60C but proposes Government amendments (a) and (b) in lieu.—(Kate Dearden.),312,151,996,16:49:00
uk.org.publicwhip/debate/2025-11-05f.1000.2,2025-11-05,343,"
Clause 156 - Orders and regulations under Employment Rights Act 1996: procedure
",311,152,1000,16:49:00
uk.org.publicwhip/debate/2025-11-05f.1023.2,2025-11-05,344,"
Clause 75 - Eligibility verification: independent review
",268,80,1023,18:15:00
uk.org.publicwhip/debate/2025-11-12b.233.2,2025-11-12,345,,101,316,233,16:29:00
uk.org.publicwhip/debate/2025-11-12d.233.2,2025-11-12,345,,101,316,233,16:29:00
uk.org.publicwhip/debate/2025-11-12f.233.2,2025-11-12,345,,101,316,233,16:29:00
uk.org.publicwhip/debate/2025-11-12f.274.0,2025-11-12,346,,97,336,274,18:50:00
uk.org.publicwhip/debate/2025-11-13c.425.3,2025-11-13,352,,254,129,425,17:02:00
uk.org.publicwhip/debate/2025-11-13c.431.0,2025-11-13,354,,250,133,431,17:02:00
uk.org.publicwhip/debate/2025-11-13e.413.0,2025-11-13,348,,264,125,413,16:00:00
uk.org.publicwhip/debate/2025-11-13g.409.0,2025-11-13,347,,254,135,409,16:00:00
uk.org.publicwhip/debate/2025-11-13g.413.0,2025-11-13,348,,264,125,413,16:00:00
uk.org.publicwhip/debate/2025-11-13g.416.2,2025-11-13,349,,255,128,416,16:00:00
uk.org.publicwhip/debate/2025-11-13g.419.2,2025-11-13,350,,268,78,419,16:00:00
uk.org.publicwhip/debate/2025-11-13g.422.2,2025-11-13,351,,257,128,422,16:00:00
uk.org.publicwhip/debate/2025-11-13g.425.3,2025-11-13,352,,254,129,425,17:02:00
uk.org.publicwhip/debate/2025-11-13g.428.2,2025-11-13,353,,252,130,428,17:02:00
uk.org.publicwhip/debate/2025-11-13g.431.0,2025-11-13,354,,250,133,431,17:02:00
uk.org.publicwhip/debate/2025-11-13g.434.2,2025-11-13,355,,244,132,434,17:02:00
uk.org.publicwhip/debate/2025-11-17a.572.2,2025-11-17,357,,147,318,572,21:00:00
uk.org.publicwhip/debate/2025-11-19c.803.0,2025-11-19,361,,326,92,803,13:45:00
uk.org.publicwhip/debate/2025-11-25a.330.2,2025-11-25,366,,87,321,330,18:00:00
uk.org.publicwhip/debate/2025-11-25a.334.0,2025-11-25,367,,189,320,334,18:00:00
uk.org.publicwhip/debate/2025-11-25a.338.2,2025-11-25,368,,187,320,338,18:00:00
uk.org.publicwhip/debate/2025-11-25a.349.2,2025-11-25,369,,322,179,349,18:41:00
uk.org.publicwhip/debate/2025-12-03a.1105.0,2025-12-03,377,,87,299,1105,17:00:00
uk.org.publicwhip/debate/2025-12-03a.1108.2,2025-12-03,378,,77,298,1108,17:00:00
uk.org.publicwhip/debate/2025-12-03a.1115.0,2025-12-03,379,,143,304,1115,17:00:00
uk.org.publicwhip/debate/2025-12-03a.1119.0,2025-12-03,380,,154,303,1119,17:00:00
uk.org.publicwhip/debate/2025-12-03g.1105.0,2025-12-03,377,,87,299,1105,17:00:00
uk.org.publicwhip/debate/2025-12-03g.1108.2,2025-12-03,378,,77,298,1108,17:00:00
uk.org.publicwhip/debate/2025-12-03g.1115.0,2025-12-03,379,"This amendment would mean that regulations would set out the relationship that must exist between the GPP and other group personal pension schemes, or relevant Master Trusts, for their assets to be pooled for the purposes of gaining approval under the new section 28B of the Pensions Act 2008.",143,304,1115,17:00:00
uk.org.publicwhip/debate/2025-12-03g.1119.0,2025-12-03,380,,154,303,1119,17:00:00
uk.org.publicwhip/debate/2025-12-08a.102.2,2025-12-08,381,,327,96,102,19:55:00
uk.org.publicwhip/debate/2025-12-08a.109.2,2025-12-08,383,,395,98,109,19:55:00
uk.org.publicwhip/debate/2025-12-08a.116.2,2025-12-08,385,,327,162,116,19:55:00
uk.org.publicwhip/debate/2025-12-08c.116.2,2025-12-08,385,,327,162,116,19:55:00
uk.org.publicwhip/debate/2025-12-08e.106.2,2025-12-08,382,,300,96,106,19:55:00
uk.org.publicwhip/debate/2025-12-09c.272.0,2025-12-09,387,,170,332,272,18:48:00
uk.org.publicwhip/debate/2025-12-10c.386.1,2025-12-10,389,,98,325,386,16:34:00
uk.org.publicwhip/debate/2025-12-10c.389.0,2025-12-10,390,,320,98,389,16:34:00
uk.org.publicwhip/debate/2025-12-10c.424.6,2025-12-10,391,,90,297,424,18:47:00
uk.org.publicwhip/debate/2025-12-16d.872.0,2025-12-16,393,,118,340,872,18:49:00
uk.org.publicwhip/debate/2025-12-16d.876.0,2025-12-16,394,,341,195,876,18:49:00
uk.org.publicwhip/debate/2026-01-07b.324.0,2026-01-07,396,,182,290,324,15:49:00
uk.org.publicwhip/debate/2026-01-07d.324.0,2026-01-07,396,,182,290,324,15:49:00
uk.org.publicwhip/debate/2026-01-07d.377.1,2026-01-07,397,,105,332,377,18:50:00
uk.org.publicwhip/debate/2026-01-12a.708.0,2026-01-12,400,,344,181,708,22:30:00
uk.org.publicwhip/debate/2026-01-12a.712.2,2026-01-12,401,,185,344,712,22:30:00
uk.org.publicwhip/debate/2026-01-12a.716.2,2026-01-12,402,,188,341,716,22:30:00
uk.org.publicwhip/debate/2026-01-12d.642.0,2026-01-12,398,,167,350,642,18:30:00
uk.org.publicwhip/debate/2026-01-13a.823.0,2026-01-13,403,,348,167,823,16:15:00
uk.org.publicwhip/debate/2026-01-13a.884.4,2026-01-13,406,,344,173,884,19:45:00
uk.org.publicwhip/debate/2026-01-13a.889.0,2026-01-13,407,,181,335,889,19:45:00
uk.org.publicwhip/debate/2026-01-13c.823.0,2026-01-13,403,,348,167,823,16:15:00
uk.org.publicwhip/debate/2026-01-13c.827.2,2026-01-13,404,,184,331,827,16:15:00
uk.org.publicwhip/debate/2026-01-13c.850.2,2026-01-13,405,,187,351,850,17:45:00
uk.org.publicwhip/debate/2026-01-14e.1046.3,2026-01-14,409,"
Public Order
",301,110,1046,19:29:00
uk.org.publicwhip/debate/2026-01-20b.271.3,2026-01-20,412,,347,185,271,19:00:00
uk.org.publicwhip/debate/2026-01-20d.214.1,2026-01-20,410,,319,127,214,16:00:00
uk.org.publicwhip/debate/2026-01-20d.267.1,2026-01-20,411,,344,182,267,19:00:00
uk.org.publicwhip/debate/2026-01-20d.271.3,2026-01-20,412,,347,185,271,19:00:00
uk.org.publicwhip/debate/2026-01-20d.275.2,2026-01-20,413,,347,184,275,19:00:00
uk.org.publicwhip/debate/2026-01-21a.364.0,2026-01-21,414,,191,326,364,15:15:00
uk.org.publicwhip/debate/2026-01-21c.364.0,2026-01-21,414,,191,326,364,15:15:00
uk.org.publicwhip/debate/2026-01-21c.368.2,2026-01-21,415,,195,317,368,15:15:00
uk.org.publicwhip/debate/2026-01-21c.375.2,2026-01-21,416,,316,194,375,15:55:00
uk.org.publicwhip/debate/2026-01-21c.428.0,2026-01-21,417,,373,106,428,19:00:00
uk.org.publicwhip/debate/2026-01-27a.861.2,2026-01-27,418,,91,378,861,19:00:00
uk.org.publicwhip/debate/2026-01-27a.864.0,2026-01-27,419,,61,311,864,19:00:00
uk.org.publicwhip/debate/2026-01-27a.867.2,2026-01-27,420,,88,310,867,19:00:00
uk.org.publicwhip/debate/2026-01-27c.867.2,2026-01-27,420,,88,310,867,19:00:00
uk.org.publicwhip/debate/2026-01-27e.861.2,2026-01-27,418,“a British citizen or are”.—(Stuart Andrew.),91,378,861,19:00:00
uk.org.publicwhip/debate/2026-01-27e.864.0,2026-01-27,419,,61,311,864,19:00:00
uk.org.publicwhip/debate/2026-01-27e.867.2,2026-01-27,420,“the day on which it is passed”.—(Stuart Andrew.),88,310,867,19:00:00
uk.org.publicwhip/debate/2026-01-28d.959.0,2026-01-28,422,,103,284,959,15:42:00
uk.org.publicwhip/debate/2026-01-28d.1010.2,2026-01-28,423,,91,287,1010,18:39:00
uk.org.publicwhip/debate/2026-01-28d.1023.3,2026-01-28,421,"
Medical Devices
",294,108,1023,19:40:00
uk.org.publicwhip/debate/2026-02-04a.387.3,2026-02-04,425,"
Climate Change
",392,116,387,19:32:00
uk.org.publicwhip/debate/2026-02-23a.109.2,2026-02-23,430,,156,273,109,20:00:00
uk.org.publicwhip/debate/2026-02-23a.113.2,2026-02-23,431,,77,280,113,20:00:00
uk.org.publicwhip/debate/2026-02-23a.143.3,2026-02-23,432,,73,286,143,22:15:00
uk.org.publicwhip/debate/2026-02-23a.149.0,2026-02-23,433,,361,84,149,22:42:00
uk.org.publicwhip/debate/2026-03-02e.693.0,2026-03-02,435,,105,410,693,21:49:00
uk.org.publicwhip/debate/2026-03-09a.122.2,2026-03-09,437,,306,182,122,21:00:00
uk.org.publicwhip/debate/2026-03-09a.126.2,2026-03-09,438,,321,106,126,21:00:00
uk.org.publicwhip/debate/2026-03-09a.129.2,2026-03-09,439,,307,173,129,21:00:00
uk.org.publicwhip/debate/2026-03-09a.133.2,2026-03-09,440,,316,171,133,21:00:00
uk.org.publicwhip/debate/2026-03-09a.136.2,2026-03-09,441,,315,109,136,21:00:00
uk.org.publicwhip/debate/2026-03-09a.140.2,2026-03-09,442,,315,163,140,21:00:00
uk.org.publicwhip/debate/2026-03-09a.143.2,2026-03-09,443,,304,177,143,21:00:00
uk.org.publicwhip/debate/2026-03-09c.118.3,2026-03-09,436,"
After Clause 9 - Adoption and special guardianship  support fund review
",309,181,118,21:00:00
uk.org.publicwhip/debate/2026-03-09c.122.2,2026-03-09,437,"
Promoting contact between siblings who are not living together
",306,182,122,21:00:00
uk.org.publicwhip/debate/2026-03-09c.126.2,2026-03-09,438,"
After Clause 26 - Action to prohibit the provision of VPN services to children in the United Kingdom
",321,106,126,21:00:00
uk.org.publicwhip/debate/2026-03-09c.129.2,2026-03-09,439,"
After Clause 26 - Action to promote the wellbeing of children in relation to social media
",307,173,129,21:00:00
uk.org.publicwhip/debate/2026-03-09c.133.2,2026-03-09,440,"
Clause 29 - School uniforms: limits on branded items
",316,171,133,21:00:00
uk.org.publicwhip/debate/2026-03-09c.136.2,2026-03-09,441,"
Clause 30 - Local authority consent for withdrawal of certain children from school
",315,109,136,21:00:00
uk.org.publicwhip/debate/2026-03-09c.140.2,2026-03-09,442,"
Clause 56 - Functions of adjudicator in relation to admission numbers
",315,163,140,21:00:00
uk.org.publicwhip/debate/2026-03-09c.143.2,2026-03-09,443,"
After Clause 62 - Prohibition of smartphones during the school day
",304,177,143,21:00:00
uk.org.publicwhip/debate/2026-03-10a.286.0,2026-03-10,444,,203,311,286,18:46:00
uk.org.publicwhip/debate/2026-03-10a.290.0,2026-03-10,445,,304,203,290,18:46:00
uk.org.publicwhip/debate/2026-03-11a.433.4,2026-03-11,446,,174,292,433,17:45:00
uk.org.publicwhip/debate/2026-03-11a.437.2,2026-03-11,447,,172,283,437,18:06:00
uk.org.publicwhip/debate/2026-03-11a.441.6,2026-03-11,448,,175,292,441,18:06:00
uk.org.publicwhip/debate/2026-03-11a.457.1,2026-03-11,449,,292,161,457,18:36:00
